SESSION,hyena_count,lion_count,note_quality,food_present,session_error_notes,notes,entry_complete,who_checked,date_checked,entered_by,entry_date,who_starts_with_food,who_ends_with_food,do_hyenas_eat,no_intx_yes_no
t76041,3,12,3,FALSE,,"At beginning of session, all 12 lions are traveling and ARG is so 50m - lions. One lion repeatedly chases AMAZ. Right before lions leave, SWIL briefly follows them as they are travelling.",TRUE,,,OS,12-May-14,,,,FALSE
t76330.1,19,3,2,TRUE,Add to unIDs: 4. Add to predators: 2 jackals.,"No intx. Carc: fresh zebra carcass. Lions are feeding, hyenas are just wandering about 50m away from the lions trying to wait to steal the carcass. The four unIDs are hiding in the bushes (there may be more).",TRUE,,,OS,12-May-14,lions,lions,no,TRUE
t76598,1,5,2,TRUE,,"Lions killed 4 cows (only 2 carcasses are visible, but observers heard from guys in camp that total of 4 were killed); 1 carcass is 3/4 eaten & 1 is mostly intact. Cow herders chased the lions off the carcass. unIDadult first seen 250m - lions at 16:38.",TRUE,,,OS,12-May-14,none,none,no,TRUE
t76692,1,2,3,FALSE,,"No intx. NVSH st/lk, 2 lions resting 300m - NVSH.",TRUE,TMM,19-Aug-14,OS,25-May-14,,,,TRUE
t76694,1,2,3,FALSE,,"No intx. NVSH wan, 2 lions resting 250m - NVSH. Observers leave at 17:45.",TRUE,,,OS,25-May-14,,,,TRUE
t76723,2,1,3,FALSE,,"No intx. 1 lioness travelling, OAK wlk 120m - lioness. SWIL first seen at 17:58 wlk 120m - lioness. Observers leave at 18:00.",TRUE,,,OS,25-May-14,,,,TRUE
t76744,1,3,3,FALSE,,"No intx. 3 lions travelling. TILT first seeb at 6:20, lope 170m - lions. Observers leave at 6:20.",TRUE,,,OS,25-May-14,,,,TRUE
t76926,1,1,3,FALSE,Female lion is an adult.,"At start of session, EIN so and lioness resting 80m - EIN. At 18:00, EIN app 25m - lioness, ignore.",TRUE,,,OS,25-May-14,,,,FALSE
t77022,1,4,3,FALSE,,"No intx. ART? wlk, 4 lions resting 100m - ART?",TRUE,TMM,19-Aug-14,OS,25-May-14,,,,TRUE
t77099,18,6,2,TRUE,,"Incomplete CIs. Mobs! STUFFED LION EXPERIMENT. 1 whole sheep used as bait. Lions and hyenas feed on sheep. TURQ has small injuries and a snare on her neck, but came off on its own later.  Observations were paused 07:17-08:17 to dart OBAM and remove snare.",TRUE,,,OS,25-May-14,lions,,feed,FALSE
t77224,39,2,2,FALSE,"IDs present: add ATAC. UNIDs: add ""unIDcollared.""","Incomplete CIs (because there are so many hyenas). At 6:57, a different set of observers (in a separate vehicle) took over recording the session. Multiple mob events take place! A couple of times, a single hyenas pastes (p=lions).",TRUE,,,OS,25-May-14,,,,FALSE
t77237,18,3,2,TRUE,,"Incomplete CIs. No intx. Carc: adult buffalo (spinal cord, pelvis, head). Tourists said the buffalo was killed by a lion that morning, by 1pm hyenas had taken carc, and that many of the lions here earlier had fresh wounds. Lioness has a fresh wound.",TRUE,,,OS,25-May-14,hyenas,hyenas,feed,TRUE
t77250,20,12,2,TRUE,,"Incomplete CIs. Carcass: topi. OAK is bloody. At start of session, at least 12 lions are present and at all but 2 of them are feeding on the carcass. WLG steals a scrap at 6:02, HEX fd bones at 6:07, MONO gets bone and fd at 6:22.",TRUE,,,OS,27-May-14,lions,lions,scraps,FALSE
t77254,12,4,2,FALSE,"Add to notes about lions: ""Thought to be 3 adult females and 1 subadult.""","Incomplete CIs. No intx. Most of action is happening out of sight, where another observer is recording. Hyenas just st/lk or wan 30-80+ m from lions, lions go oos in bushes during session.",TRUE,TMM,22-Aug-14,OS,27-May-14,,,,TRUE
t77256,22,6,1,TRUE,"Remove SBL from IDs present. Add ""WLG?"" to UNIDs. Divide lions (6) into three groups: 3 adult females, 2 subadult females?, 1 subadult male). Add to notes (about lions): gaunt.","Incomplete CIs. Many mobs! Carc: appears to be fresh topi (not sure who made kill). OAK? is bloody. At start of session, there are about 15 hyenas total, most of them so around lions (15-100m - lions). A couple hyenas are wan near lions.",TRUE,,,OS,25-May-14,lions,hyenas,feed,FALSE
t77286,45,6,2,TRUE,"Lions: observer was pretty confident that there were… 3 F adult, 3 subadult F.","Incomplete CIs CLAN WAR BETWEEN EAST AND WEST starts at 06:05, instigated by kill made near border. Carcass: identity unknown. It is not known whether hyenas or lions made kill. Lions leave for good at 06:00. 2 adult F lions present at start of session.",TRUE,,,OS,27-May-14,lions,hyenas,feed,FALSE
t77290.1,2,1,1,TRUE,Change end time from 5:54 to 5:57.,"One unID fd scrap, one unID wan, one lion so.",TRUE,,,OS,27-May-14,hyenas,hyenas,scraps,TRUE
t77348,6,3,2,FALSE,"Add to notes for lions: ""at least 3""",Incomplete CIs due to tall grass. No intx. At least 3 lions present. Lions 100m - LAMU PERT.,TRUE,,,OS,27-May-14,,,,TRUE
t77458,4,1,3,FALSE,Lion: quanitity=1 (subadult M).,"No intx. 1 lion resting 100m - FFL, present at beginning of session. It looks like there was recently a kill here, b/c all  hyenas are bordering on fat and there is a lion and a jackal nearby. The closest any hyenas come to the lion is 40m (TURQ app snf).",TRUE,TMM,19-Aug-14,OS,27-May-14,,,,TRUE
t77479,5,6,3,TRUE,"Add WRWK to IDs present. Change jackal quantity from 5 to 6 and add to notes: ""6-8 total.""","No intx. Carc: buffalo ( neck, rump, and around snout have been eaten). OAK us fat and bloody. Hyenas are not present at the beginning of the session. Hyenas don't come closer than 60m - carcass. ART isn't seen until hyenas move to new location w/o lions.",TRUE,,,OS,27-May-14,lions,lions,no,TRUE
t77667,24,6,2,TRUE,There are 5 female lions (not 3) and they are all adults.,"Incomplete CIs. Carcass: hippo kill (new, mostly whole; cause of death N/A). No hyenas or lions are noted as being bloody. @ start of session, 20+ tour cars; later, 42+ tour cars. 3 lionesses present @ start of session, all 3 by carcass (many hyenas too).",TRUE,,,OS,03-Jun-14,both,hyenas,feed,FALSE
t77681,7,6,2,TRUE,,"Incomplete CIs. Carcass: zebra (very fresh, observers think the lions killed it that morning). The only food the hyenas ate was 1 piece of meat that TIJA ate (stole from lions). All 6 lions feed for the entire session.",TRUE,,,OS,03-Jun-14,lions,lions,feed,FALSE
t77684,1,4,3,TRUE,End time should be 8:00.,"No intx. Carcass: leftover part of zebra kill. 4 lions travelling, MORK wan 100m - lions. Male lion is carrying the carcass. These lions are the same group as from session #77681; the other 2 lions are in session #77685.",TRUE,,,OS,03-Jun-14,lions,lions,no,TRUE
t77685,3,2,3,FALSE,2 F lions are adults.,"No intx. 2 lionesses are travelling. NASH lope S 50m - lions, FRSC lope S 150m - lions, LAMU lope S 200m - lions. LAMU=bloody. These lions are from the group in session #77681",TRUE,TMM,19-Aug-14,OS,03-Jun-14,,,,TRUE
t77721,1,7,2,FALSE,End time: 6:57.,"No intx. GAZA is bloody. One lioness is bloody and one subadult male has a big wound under his left arm. Lions: Whitney Houston, Kim Churchill, Kweller, Nicki, G. Dragon, Dana, and unIDlioness. GAZA wlk, 7 lions resting 50m - GAZA.",TRUE,,,OS,03-Jun-14,,,,TRUE
t77724,43,6,2,TRUE,"Add to ""IDs present"": AMAZ, ZION = total 32. Add to ""UNIDHYENAS"": 1 uncollared female unid = total 11.","Many incomplete CIs (b/c of tall grass). Food: unID was seen with a scrap at 7:27. At one point, 6 tourist cars were present. 6 hyenas are bloody. At start of session, hyenas are wandering 10m - a herd of 25+ zebra. 4-5 mobs!",TRUE,,,OS,03-Jun-14,hyenas,hyenas,scraps,FALSE
t77749,5,3,2,FALSE,,No intx. 3 lionesses travelling. Hyenas wlk or wan 300m - lions. ZITI is being all spooky and lopes away after a hyena-hyena interaction.,TRUE,,,OS,03-Jun-14,,,,TRUE
t78360,25,9,2,TRUE,M lion is an adult. F lions are adult. Add to notes for female lions: some may possibly be subadults.,"Incomplete CIs. I believe hyenas started with food, but notes are too vague to tell. Carcass: wildebeest scraps. 4 hyenas = bloody, so hyenas probably made kill. Tail end of lion/hyena intx, so not much is going on anymore. 7 lionesses so at beginning.",TRUE,,,OS,11-Jun-14,,hyenas,scraps,FALSE
t785,13,1,2,FALSE,MU is MUT in notes.,"FAS on CAP and SCAR 0619-0650. FAS on MUT 0638-end? 5 femlae hyenas alert and upset about adult male lion 200m away.(23s,bsh,kb,xs,lg) they orient-lion. Then no more about lion for rest of session.1 hyena has bloody muzzle. No intx.",TRUE,,,SSM,20-Jun-14,,,,TRUE
t78564,28,3,2,TRUE,"Add to ""IDs present"": juba,gaza (new total is 25). Add to ""UNIDHYENAS"": 1 unID. All 3 lions are FEMALE.","Incomplete CIs. ""Who_starts_with_food"" is either lions or none. Carc: relatively fresh wildebeest (head and some skin from neck remain).",TRUE,TMM,19-Aug-14,OS,11-Jun-14,lions,hyenas,feed,FALSE
t78684,12,2,3,FALSE,"Add to notes for female lion: ""'Whitney Houston.'"" Add to notes for male lion: ""'Tyler.'""",,TRUE,,,OS,11-Jun-14,,,,FALSE
t78795,14,1,2,TRUE,"Add ""IDs present"": TED. Add to notes for female lion: ""Swift."" That's her name.","Many incomplete CIs (due to bushes, tall grass, level of hyena activity, and tour cars obscuring view). Food: at 1857, CRMS fd scrap (scrap is not identified). Hyenas harrass (and mob) lion. FFL shows a lot of interest in this lion. ACON limping.",TRUE,,,OS,11-Jun-14,hyenas,hyenas,scraps,FALSE
t78815,26,2,2,FALSE,,"Many incomplete CIs (b/c darkness & activity level). Food: at 0723, TGPI was seen with a scrap (very old, hardened piece of hide). Lions appear to stay in same spot. 2 hyenas are bloody. Video taken.",TRUE,TMM,22-Aug-14,OS,17-Jun-14,,,,FALSE
t78824,1,2,3,FALSE,"Add to notes for lions: ""Spice and Yorn.""","No intx. The lions are so the entire time. ATAC first seen wlk past - 40m lions, 1 watches her. ATAC doesn't seem to care about the lions. ATAC snf grnd 50m - lions, paws grnd, and lv wlk.",TRUE,,,OS,17-Jun-14,,,,TRUE
t78832,12,2,2,FALSE,"Subadult lions are FEMALE. Add to notes for lions: ""Spice and Yorn.""",Incomplete CIs due to darkness. Mobbing events. WLG is limping.,TRUE,TMM,22-Aug-14,OS,11-Jun-14,,,,FALSE
t79357,36,2,1,TRUE,"It think that the context should actually be ""k"" (although the notes are marked ""c"") because the food is a fresh kill, plus a second warthog is killed during the session. Also, add to notes for male lion without ""?"": ""Freddy Mercury.""","Very bad incomplete CIs (IDs may be missing too). Food: (a) freshly killed warthog (skull and intestines are seen), first seen at 7:07 and (b) live warthog stolen by lions briefly, lions fed on it while still alive! 1 hyena bloody. Hyenas drive lions off!",TRUE,,,OS,17-Jun-14,hyenas,hyenas,feed,FALSE
t79432,22,1,2,TRUE,"Add to IDs present: LUST. Lioness is an adult. Add to notes for lion: ""Aaliyah.""","Incomplete CIs (due to bushes). Carcass: extremely fresh topi. The lioness must have killed the topi; she's breathing hard, exhausted, lying down, and has bloody paws and a slightly bloody face. Meanwhile, the hyenas tear the topi apart. Lion doesn't feed",TRUE,,,OS,17-Jun-14,hyenas,hyenas,feed,FALSE
t79498,8,4,3,TRUE,,"Food: unidentified, IDI has a scrap @ 1815 and KSMU has a scrap @ 1823.",TRUE,,,OS,17-Jun-14,hyenas,hyenas,scraps,FALSE
t7969,9,2,2,TRUE,,"Form beginning until 0831 FAS on OT. 0831 FAS on LG until the end of session. Hyenas fd on adult wildabeest. No hyenas bloody. ""passed two bloody lions on the way here lions are 150m s of kill."" unknown age/sex of lions",TRUE,,,SSM,19-May-14,hyenas,hyenas,feed,TRUE
t79834,36,9,2,TRUE,"Add 2 lions (age U, sex U).",Incomplete CIs. Carcass: warthog (probably a recent lion kill). 1 lioness is bloody. The hyenas stick close to the lioness while she feeds but do not drive her off the kill. She leaves on her own accord and they take the scraps. Hyenas feed (>scraps).,TRUE,,,OS,17-Jun-14,lions,hyenas,feed,FALSE
t80003,7,2,3,FALSE,There is only 1 unID: 1 sub.,No intx. YOG is fat and bloody. ART test chase a tommie at beginning. Other hyenas lope or st/lk. No details given on what the lions are doing. No distance provided.,TRUE,TMM,22-Aug-14,OS,17-Jun-14,,,,TRUE
t8012,20,2,2,FALSE,End time should be 0805. WR/MH never Ided. So Unknown=1,Wildabeest skull hyenas chew on. 0623-0640 FAS on BB. 0640-0753 FAS on SD.,TRUE,,,SSM,19-May-14,,,,FALSE
t80207,31,2,2,TRUE,,fresh carc. Obs thinks hyena skilled topi lions stole. Hyeans very bloody. Incomplete Cislions are joe and aaliyah.,TRUE,,,SSM,09-Jul-15,lions,lions,scraps,FALSE
t80249,8,5,3,FALSE,there should be 5 lionesses not 3,"barely any intx.in total 5 lionesses in this session. Aaliyah,dixie chick, spice, yorn, paramore. After art lv obs finds more hyenas and lionesses but they are not interacting at all.",TRUE,,,SSM,07-Jul-15,,,,FALSE
t80301,1,4,3,FALSE,,"no intx. 1 ad.lioness, 3 subad/lionesses hunting/resting/traveling.  Pickup baez moderate (400m away). See wlg wlk nw 500m away.",TRUE,,,SSM,07-Jul-15,,,,TRUE
t80411,1,4,2,FALSE,,"lionesses ad/subad dixie chick,paramore,spice,yorn. 70m away.  Is this no intx?",TRUE,,,SSM,07-Jul-15,,,,TRUE
t80449,4,4,2,FALSE,,hyenas and lions all so and ignoring eachother. No intx,TRUE,,,SSM,08-Jul-15,,,,TRUE
t80511,2,4,2,FALSE,,hyenas travel wlk W about 60m away from lions. No intx.,TRUE,,,SSM,08-Jul-15,,,,TRUE
t81061,8,3,2,FALSE,,hyenas are all amles brt lope SE. don’t know context. No intx. 120m away from lions.,TRUE,,,SSM,08-Jul-15,,,,TRUE
t81889,2,3,3,FALSE,,context should be M. not much interaction. 2 lionesses may be subadults,TRUE,,,SSM,08-Jul-15,,,,FALSE
t8195,11,4,2,TRUE,"WILL is WILLIE in notes, KB is K-Butt in notes. Lions are adults.","0757-END of session FAS on OT. Hyenas and lions are bloody. Young wildabeest kill, contradicted later in session and obs says adult. SNTY takes off running as soon as obs arr.",TRUE,,,SSM,19-May-14,lions,hyenas,feed,FALSE
t82122,1,1,2,FALSE,,lioness is ad or subad. Second lioness is seen after ted lv. Lioness is resting hidden partially by grass at start of session,TRUE,,,SSM,08-Jul-15,,,,FALSE
t82209,2,3,3,FALSE,,"gel 60m - lions, adon 80m-lions; gel interested in lions and wlks back toward and so so her head is in their direction",TRUE,,,SSM,08-Jul-15,,,,TRUE
t82236,9,2,2,TRUE,end time is 19:05,observer thinks BATA killed the food but it was stolen. Observer cannot see carcass hidden by grass. bata bloody,TRUE,,,SSM,09-Jul-15,lions,hyenas,scraps,FALSE
t82253,2,1,2,FALSE,,no intx. Lioness first seena t 2002 hel st/lk 35m away pant oos.,TRUE,,,SSM,08-Jul-15,,,,TRUE
t82308,1,3,2,FALSE,,no intx. 3 lionesses resting. Gaza wlk S,TRUE,,,SSM,08-Jul-15,,,,TRUE
t82394,1,3,2,FALSE,,yog st/lk. Yog wlk N. no intx.,TRUE,,,SSM,08-Jul-15,,,,TRUE
t82406,28,1,2,FALSE,lioness is adult,"Border Patrol. Incomplete Cis.lots of snf and paste. *note at 0622 lioness hyeans interaction starts, hyenas app lioness.",TRUE,,,SSM,10-Jul-15,,,,FALSE
t82472,1,4,2,FALSE,,Ziti wan lioness resting also black backed jackals here. 0742 ziti oos. No intx,TRUE,,,SSM,08-Jul-15,,,,TRUE
t82493,13,2,2,TRUE,lionesses are adult,"pickup buar moderate, Elpo is fd on old wildabeest skull.",TRUE,,,SSM,10-Jul-15,hyenas,hyenas,scraps,TRUE
t82549,11,4,2,TRUE,4th lioness may be a subadult. 3 other lionesses are adult,incomplete Cis due to training. Mother buffalo defending downed baby. Obs is unsure who made kill. Both lions and hyeans are bloody. Hyenas are fding in the beginning. Unknown #hyenas naming also confusing,TRUE,,,SSM,10-Jul-15,hyenas,lions,feed,FALSE
t8358,4,2,2,FALSE,lions are adult males,2 lions so near lower camp xing 75m from den hole,TRUE,,,SSM,19-May-14,,,,TRUE
t8427,1,1,3,TRUE,lioness is adult,"lioness fd on guts of freshly killed adult topi. Lioness bloody, hyena not.",TRUE,,,SSM,25-May-14,lions,lions,scraps,FALSE
t843,8,3,2,FALSE,"JF not JE present, missing UA from hyena list",3 lionesses so 100m N whole time. FAS on GIN 0730-0814.  2 combies here. No intx.,TRUE,,,SSM,20-Jun-14,,,,TRUE
t8431,22,1,2,TRUE,,"hyenas fd on ""hartebeest"" ( don’t know what this is) kill. Also at the end of this session the obs says "" see written notes"" but fails to specify which and where they can be found. 1806 FAS on who",TRUE,,,SSM,25-May-14,hyenas,lions,feed,FALSE
t8449.4,2,3,2,FALSE,lions are adults,"SX so, TZ and SX wlk W. three lions are so W of hyenas. Hyenas are cautious (aware of the three lions)",TRUE,,,SSM,25-May-14,,,,TRUE
t8450,16,2,2,TRUE,KB is KBUTT in notes and CR is missing from hyena list. Lion is adult,"2 male lions run in and disperse all hyenas. All hyenas run W. (0832). Hyenas fd from ""recent kill"" obs doesn’t identify what it was. 0822 FAS on DJ end 0832. 843 FAS JAB end at 0908.",TRUE,,,SSM,25-May-14,hyenas,hyenas,feed,TRUE
t84642,3,2,2,FALSE,,hyenas notice lions but nothing happens. Closet hyena is ash at 40m away. Others are 200m away. Pickup tilt wear,TRUE,,,SSM,09-Jul-15,,,,TRUE
t84818,13,1,2,FALSE,,lion oos in beginning then0643 back in sight but immediately oos again.,TRUE,,,"SSM
SSM",09-Jul-15,,,,TRUE
t84829,1,1,2,FALSE,lioness is adult,"no intx. Lioness 30m away so from lust. Pickup juno strong, ziti weak, roos moderate.",TRUE,,,SSM,09-Jul-15,,,,TRUE
t84831,10,1,2,TRUE,lion is referred to as lioness should be marked as adult,Incomplete Cis. Obs records that hyenas fd on scraps do notknow what type. No mention. Food is not present when lions and hyeans are together. Lioness first seen 0720. closest and hyena gets is 25m. No intx.,TRUE,,,SSM,11-Jul-15,hyenas,hyenas,scraps,TRUE
t84930,30,2,3,TRUE,9 jackals; no unid hyenas,"Incomplete CIs. Some mismatch scans & CI's. 2 cow carc 50m apart hyena on 1, lions on other. Start: lots left ribcage,head,skin,legs,lot bones. Lions ignore hyenas. Many hyenas fd. Lots of alarm rumbles. lamu bloody. Both carcs-lot ribs,pieces bones,heads",TRUE,,,SSM,13-Jul-15,both,hyenas,feed,FALSE
t84963,56,14,2,FALSE,female lions are adults; tnks present; 36 unids (one is ted?); 4 male lions are adults,"Incomplete CI's due to darkness, thicket, # and spread of hyenas & lions. Possible 9 adult female lions (observer is not sure if lioness from 19:37 is new or not)",TRUE,,,SSM,13-Jul-15,,,,FALSE
t85135,2,4,3,TRUE,al433 is an id individual,food is just a scrap (fresh skull and hoof of topi); hyenas 200m from lions,TRUE,,,JGJ,30-Nov-17,hyenas,hyenas,scraps,TRUE
t85142,31,2,2,FALSE,2 female lions are adults; no unid hyenas; spn should be spng for ids present; mork also present,"Incomplete CI's due to spread, grouping, and thicket. Pene,bncl bloody.",TRUE,,,JGJ,30-Nov-17,,,,FALSE
t85229,30,2,3,TRUE,2 female lions are adults; location should be k,"Incomplete CI's-lots of hyenas; cow carcass start intact head, ribcage, & spine w/ flesh, legs separated, end not much; carcass fresh but hyenas not bloody (can't tell if killed); lamu,bnt fat; 1 lion pregnant (most intxs), 1 limp (mostly hang back ~200m)",TRUE,,,JGJ,01-Dec-17,hyenas,lions,feed,FALSE
t85396,22,1,2,TRUE,female lion is an adult; 5 black backed jackals,"Eland carcass; start: talek E hyenas present,feed, W hyenas present; incomplete CI's-hyenas spread out, many intxs; talek E & W hyenas fight; carcass spinal cord, few ribs->spinal cord only; lamu,endr,tavi fat; fat bloody unids,acon,pant; 30m closest-lion",TRUE,,,JGJ,05-Dec-17,hyenas,hyenas,feed,TRUE
t85430,2,1,3,FALSE,lion is adult female,"hex fat, bloody",TRUE,,,JGJ,05-Dec-17,,,,FALSE
t85498,24,1,1,TRUE,lion is adult male; only 1 unid (juba?); location should be c,"incomplete CI's and IDs (# & spread hyenas + bushes); didn't realize at 1st lion in bushes w/ carcass (miss app's to lion); carcass doesn't look fresh, don't think killed by hyenas b/c old & no one bloody; closest get to bushes w/ lion is ~17m",TRUE,,,JGJ,05-Dec-17,lions,lions,no,FALSE
t8558,1,2,2,TRUE,context should be C,SY fd on scraps he stole from 2 lionesses. No carcass is mentioned only scraps. 100m S of DOC and 100m E of 13 Lugga S,TRUE,,,SSM,19-May-14,lions,lions,scraps,FALSE
t85784,1,2,3,FALSE,female lions are adults,bab so 40m-lions who are resting,TRUE,,,JGJ,06-Dec-17,,,,TRUE
t8580,17,1,2,FALSE,lion is adult,"there are 13 hyenas named in the beginning after that they only state numbers of hyenas. They are probably the same hyenas but I put ""don’t know IDs""",TRUE,,,SSM,21-May-14,,,,FALSE
t8581,10,12,1,TRUE,,"buffalo kill (see other notes? Where?)2 lionesses, 6 cubs <10m from carcass. 1 female and 3 male lions are also present. Many hyenas on outskirts lots or brt. Many kombies and buses getting stuck",TRUE,,,SSM,29-May-14,lions,lions,feed,FALSE
t8626,2,2,2,FALSE,collared hyena also preswent unID=1,lion kills a hyena!,TRUE,,,SSM,22-May-14,,,,FALSE
t8626.1,1,1,2,FALSE,context D?,"lion so 75m from den hole. In den hole mouth cub found lying motionless and weak, (too big to be 23s cub) possibly warf/no.",TRUE,,,SSM,22-May-14,,,,TRUE
t864,31,3,2,FALSE,SHER is Shin notes.,"some hyenas bloody. It doenst look like theres food preesnt. But notes are hard to read possibly says ""claras remains""? Some hyenas bloody. Border patrol.",TRUE,,,SSM,23-Jun-14,,,,FALSE
t8642.12,1,2,2,TRUE,,unknown male so 70m away watch 2 lions (one male one female) eat a baby tommy.,TRUE,,,SSM,22-May-14,lions,lions,no,TRUE
t86458,2,7,3,FALSE,6 subadult lions are unknown sex,no distance given,TRUE,,,JGJ,06-Dec-17,,,,TRUE
t867.1,4,2,2,FALSE,male lion is juvenile and female lion is adult.,1 young blond male lion and 1 female lion. Rhino chases lion away. No intx.,TRUE,,,SSM,20-Jun-14,,,,FALSE
t867.2,12,,2,TRUE,mis-counted hyena number in gray box.,kill on top of SHL not specified what. Lion/s heard roaring in distance not seen. No intx,TRUE,,,SSM,20-Jun-14,hyenas,hyenas,feed,TRUE
t8685,16,9,2,TRUE,RAG is raggedy andy in notes,adult gnu carcass. Notes are confusing. Not quite sure who starts with food. Some hyenas are fat,TRUE,,,SSM,29-May-14,,hyenas,feed,TRUE
t8689.1,18,4,1,FALSE,lions are not bloody. Lionesses are adults. KB is noted as KBUTT. Also 1 unknown,"4 adult female lioness sleepy, stay so throughout session.",TRUE,,,SSM,22-May-14,,,,TRUE
t8699,16,8,2,TRUE,lions are adults.,FAS on BAIL 0910-1036. notes are kind of confusing. Also during this session obs returns to camp and then later goes back to scene. Also lions and hyenas feed near eachother for a while. Buffalo carcass. Hyena is bloody. Dead bird here too.,TRUE,,,SSM,30-May-14,lions,hyenas,feed,FALSE
t8710.23,1,1,2,FALSE,lioness is adult. WILL is noted as WILLIE in notes.,WILL [st/lk] at lioness 100m away,TRUE,,,SSM,28-May-14,,,,TRUE
t87226,1,4,3,TRUE,female lion is an adult,lamu so 100m-carcass (where lions are feeding); fresh eland carcass,TRUE,TMM,03-Jan-18,JGJ,06-Dec-17,lions,lions,no,TRUE
t8755,,1,2,TRUE,adult lioness. Context should be C. BAL in hyena list should be BAIL,"put tommy carcass on car bring it to hyenas. Lioness looks tired and beat up, open wound on her right hip, skinny.",TRUE,,,SSM,28-May-14,hyenas,hyenas,feed,TRUE
t8784.4,10,3,2,FALSE,lionesses are adult. Missing HG from hyena list. AGP is agedP in notes and STG is SG in notes,lionesses are so 40m from pauls tree. Hyenas are bloody and fat. Hyenas lv kill site. Hyenas get scared by combie. No intx.,TRUE,,,SSM,28-May-14,,,,TRUE
t8784.5,1,2,2,FALSE,lionesses are adult,lionesses are not bloody or fat. BAIL is fat. 50m E of Pauls tree,TRUE,,,SSM,28-May-14,,,,FALSE
t879,23,3,2,TRUE,0806 end time. Missing SH form hyena list. HOL is holly in notes.,"""no pbrrous kill??"" new kill noises to E by k10 den. ES has huge adult gnu leg. No starting time listed. Don’t know exactly what carcass is.",TRUE,,,SSM,22-Jun-14,lions,lions,feed,FALSE
t87948,1,1,3,FALSE,,gel wlk 100m-juvenile female lion,TRUE,,,JGJ,06-Dec-17,,,,TRUE
t88047,1,1,3,TRUE,,khtm fd carcass 140m-lion (who is resting); carcass is old wildebeest carcass ribcage and a spinal column,TRUE,,,JGJ,06-Dec-17,hyenas,hyenas,feed,TRUE
t88076,2,1,3,TRUE,,"roo wlk 100m- and ash wlk 120m-lion (feeding on carcass); carcass is fresh wildebeest carcass; observer thinks the hyenas made the kill, and the lion drove them away; roos and ash fat, bloody",TRUE,,,JGJ,06-Dec-17,lions,lions,no,TRUE
t88150,4,8,3,FALSE,"lions are 4 sub-adult males, 3 sub-adult females, and 1 adult female",,TRUE,,,JGJ,06-Dec-17,,,,FALSE
t8820,22,1,2,TRUE,lioness is adult,adult wildabeest kill.hyena bloody and fat. The end of session 0638 aubadult wildabeest taken down in the distance so obs lvs. Limpy is an alien male with no back right foot.,TRUE,,,SSM,30-May-14,hyenas,lions,feed,FALSE
t88208,1,8,3,TRUE,"lions are 4 sub-adult males, 2 sub-adult females, and 2 adult females; location is k","Observers can see the head, ribcage, and hind legs of carcass; carcass is fresh wildebeest; xena wan 50m-lions (who are feeding)",TRUE,,,JGJ,06-Dec-17,lions,lions,no,TRUE
t88538,1,2,3,FALSE,,ddma so 60m - lions (who are wandering),TRUE,,,JGJ,06-Dec-17,,,,TRUE
t8856,3,1,2,FALSE,lioness is adult,FA sees a lioness that appears to be in hunting mode and is stalking some gnu,TRUE,,,SSM,28-May-14,,,,FALSE
t888,27,2,2,TRUE,"male lions are adults. QUAI is quail, BSH is BRSH, QUO is QUOTES, and VD is V. in notes.",FAS  on BO and CHOC 0709-0740. combies here scaring hyenas. Zebra kill. Hyenas bloody. Looks like hyeanas killed it lions stole it. Everyone sleepy and lying around. No intx.,TRUE,,,SSM,22-Jun-14,lions,lions,no,TRUE
t888.1,27,2,1,TRUE,,Same scene as 888 lions so by  zebra carcass and hyenas sleeping nearby. No intx.,TRUE,,,SSM,20-Jun-14,lions,lions,no,TRUE
t888.2,27,2,1,TRUE,,Same scene as 888 lions so by  zebra carcass and hyenas sleeping nearby. No intx.,TRUE,,,SSM,20-Jun-14,lions,lions,no,TRUE
t889,30,2,2,TRUE,"BSH is BRSH, VD is V. in notes.",same lion/zebra scene. CHOC FAS 1701-1751 FAS RUM 1731-1751. FAS PB and HD 1755-1840.,TRUE,,,SSM,23-Jun-14,lions,lions,no,FALSE
t8895,22,1,1,TRUE,RV is RAV in notes,Adult zebra kill. Although lion takes upper head and torso the hyenas still have 2 legs and some scraps. Hyenas bloody and obese,TRUE,,,SSM,29-May-14,hyenas,lions,feed,FALSE
t891,27,1,2,TRUE,"lion is adult. QUO is Quotes, BSH is BRSH, JE is JEFF, Quai is Quail, nd VD is V. in notes.","@1740 lion near by <120m away. Same spot as session 888. FAS on B, Q, GIN, AP, PB but times are confusing.",TRUE,,,SSM,23-Jun-14,hyenas,hyenas,feed,TRUE
t8967.7,4,2,2,TRUE,,fresh topi kill. 2 lionesses are fding near a clump of bushes in center of horeshoe. 50m form MARK and aliens.,TRUE,,,SSM,29-May-14,lions,lions,no,TRUE
t8968,25,2,2,TRUE,missing GW from hyena list I also belive there should be 3 unIDs,@1825 hear whooping from the area where MARK and ALIENs and lions were during session 8967.7 Hyenas run twd noises (BSH group and 2 others),TRUE,,,SSM,29-May-14,lions,hyenas,feed,FALSE
t89766,1,2,3,FALSE,lions are adults,iasi wan 70m - lions,TRUE,,,JGJ,06-Dec-17,,,,TRUE
t89838,5,1,2,TRUE,atac is in this session; female lion is an adult,food is a scrap atac has; lioness resting 100m-atac,TRUE,,,JGJ,06-Dec-17,hyenas,hyenas,scraps,TRUE
